type,code,description,exclude,
SNOMED CT,188569008,"Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region and lower limb (disorder)",0,"    ('SNOMED CT', '188569008', 'Hodgkin's disease, nodular sclerosis of lymph nodes of inguinal region and lower limb (disorder)', '0'),"
SNOMED CT,188570009,"Hodgkin's disease, nodular sclerosis of intrapelvic lymph nodes (disorder)",0,"    ('SNOMED CT', '188570009', 'Hodgkin's disease, nodular sclerosis of intrapelvic lymph nodes (disorder)', '0'),"
SNOMED CT,188572001,"Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites",0,"    ('SNOMED CT', '188572001', 'Hodgkin's disease, nodular sclerosis of lymph nodes of multiple sites', '0'),"
SNOMED CT,188575004,"Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck",0,"    ('SNOMED CT', '188575004', 'Hodgkin's disease, mixed cellularity of lymph nodes of head, face and neck', '0'),"
SNOMED CT,188576003,"Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes",0,"    ('SNOMED CT', '188576003', 'Hodgkin's disease, mixed cellularity of intrathoracic lymph nodes', '0'),"
SNOMED CT,188577007,"Hodgkin's disease, mixed cellularity of intra-abdominal lymph nodes (disorder)",0,"    ('SNOMED CT', '188577007', 'Hodgkin's disease, mixed cellularity of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,188578002,"Hodgkin's disease, mixed cellularity of lymph nodes of axilla and upper limb (disorder)",0,"    ('SNOMED CT', '188578002', 'Hodgkin's disease, mixed cellularity of lymph nodes of axilla and upper limb (disorder)', '0'),"
SNOMED CT,188579005,"Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb (disorder)",0,"    ('SNOMED CT', '188579005', 'Hodgkin's disease, mixed cellularity of lymph nodes of inguinal region and lower limb (disorder)', '0'),"
SNOMED CT,188580008,"Hodgkin's disease, mixed cellularity of intrapelvic lymph nodes (disorder)",0,"    ('SNOMED CT', '188580008', 'Hodgkin's disease, mixed cellularity of intrapelvic lymph nodes (disorder)', '0'),"
SNOMED CT,188582000,"Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites (disorder)",0,"    ('SNOMED CT', '188582000', 'Hodgkin's disease, mixed cellularity of lymph nodes of multiple sites (disorder)', '0'),"
SNOMED CT,188585003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck (disorder)",0,"    ('SNOMED CT', '188585003', 'Hodgkin's disease, lymphocytic depletion of lymph nodes of head, face and neck (disorder)', '0'),"
SNOMED CT,188586002,"Hodgkin's disease, lymphocytic depletion of intrathoracic lymph nodes (disorder)",0,"    ('SNOMED CT', '188586002', 'Hodgkin's disease, lymphocytic depletion of intrathoracic lymph nodes (disorder)', '0'),"
SNOMED CT,188587006,"Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes (disorder)",0,"    ('SNOMED CT', '188587006', 'Hodgkin's disease, lymphocytic depletion of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,188589009,"Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb",0,"    ('SNOMED CT', '188589009', 'Hodgkin's disease, lymphocytic depletion of lymph nodes of axilla and upper limb', '0'),"
SNOMED CT,188590000,"Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb (disorder)",0,"    ('SNOMED CT', '188590000', 'Hodgkin's disease, lymphocytic depletion of lymph nodes of inguinal region and lower limb (disorder)', '0'),"
SNOMED CT,188592008,"Hodgkin's disease, lymphocytic depletion of spleen",0,"    ('SNOMED CT', '188592008', 'Hodgkin's disease, lymphocytic depletion of spleen', '0'),"
SNOMED CT,188593003,"Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites (disorder)",0,"    ('SNOMED CT', '188593003', 'Hodgkin's disease, lymphocytic depletion of lymph nodes of multiple sites (disorder)', '0'),"
SNOMED CT,188609000,"Nodular lymphoma of lymph nodes of head, face and neck",0,"    ('SNOMED CT', '188609000', 'Nodular lymphoma of lymph nodes of head, face and neck', '0'),"
SNOMED CT,188612002,Nodular lymphoma of lymph nodes of axilla and upper limb (disorder),0,"    ('SNOMED CT', '188612002', 'Nodular lymphoma of lymph nodes of axilla and upper limb (disorder)', '0'),"
SNOMED CT,188613007,Nodular lymphoma of lymph nodes of inguinal region and lower limb,0,"    ('SNOMED CT', '188613007', 'Nodular lymphoma of lymph nodes of inguinal region and lower limb', '0'),"
SNOMED CT,188627002,Mycosis fungoides of lymph nodes of multiple sites,0,"    ('SNOMED CT', '188627002', 'Mycosis fungoides of lymph nodes of multiple sites', '0'),"
SNOMED CT,188633006,Sezary's disease of lymph nodes of axilla and upper limb (disorder),0,"    ('SNOMED CT', '188633006', 'Sezary's disease of lymph nodes of axilla and upper limb (disorder)', '0'),"
SNOMED CT,188637007,Sezary's disease of lymph nodes of multiple sites (disorder),0,"    ('SNOMED CT', '188637007', 'Sezary's disease of lymph nodes of multiple sites (disorder)', '0'),"
SNOMED CT,188640007,"Malignant histiocytosis of lymph nodes of head, face and neck",0,"    ('SNOMED CT', '188640007', 'Malignant histiocytosis of lymph nodes of head, face and neck', '0'),"
SNOMED CT,188641006,Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder),0,"    ('SNOMED CT', '188641006', 'Malignant histiocytosis of lymph nodes of axilla and upper limb (disorder)', '0'),"
SNOMED CT,188642004,Malignant histiocytosis of lymph nodes of inguinal region and lower limb (disorder),0,"    ('SNOMED CT', '188642004', 'Malignant histiocytosis of lymph nodes of inguinal region and lower limb (disorder)', '0'),"
SNOMED CT,188645002,"Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck",0,"    ('SNOMED CT', '188645002', 'Leukaemic reticuloendotheliosis of lymph nodes of head, face and neck', '0'),"
SNOMED CT,188660004,Malignant mast cell tumours,0,"    ('SNOMED CT', '188660004', 'Malignant mast cell tumours', '0'),"
SNOMED CT,188662007,"Mast cell malignancy of lymph nodes of head, face and neck (disorder)",0,"    ('SNOMED CT', '188662007', 'Mast cell malignancy of lymph nodes of head, face and neck (disorder)', '0'),"
SNOMED CT,188664008,Mast cell malignancy of intra-abdominal lymph nodes (disorder),0,"    ('SNOMED CT', '188664008', 'Mast cell malignancy of intra-abdominal lymph nodes (disorder)', '0'),"
SNOMED CT,188665009,Mast cell malignancy of lymph nodes of axilla and upper limb (disorder),0,"    ('SNOMED CT', '188665009', 'Mast cell malignancy of lymph nodes of axilla and upper limb (disorder)', '0'),"
SNOMED CT,188666005,Mast cell malignancy of lymph nodes of inguinal region and lower limb,0,"    ('SNOMED CT', '188666005', 'Mast cell malignancy of lymph nodes of inguinal region and lower limb', '0'),"
SNOMED CT,188668006,Mast cell malignancy of spleen (disorder),0,"    ('SNOMED CT', '188668006', 'Mast cell malignancy of spleen (disorder)', '0'),"
SNOMED CT,188669003,Mast cell malignancy of lymph nodes of multiple sites,0,"    ('SNOMED CT', '188669003', 'Mast cell malignancy of lymph nodes of multiple sites', '0'),"
SNOMED CT,188672005,Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma,0,"    ('SNOMED CT', '188672005', 'Follicular non-Hodgkin's mixed small cleaved and large cell lymphoma', '0'),"
SNOMED CT,188674006,Diffuse malignant lymphoma - small non-cleaved cell,0,"    ('SNOMED CT', '188674006', 'Diffuse malignant lymphoma - small non-cleaved cell', '0'),"
SNOMED CT,188675007,Malignant lymphoma - small cleaved cell (disorder),0,"    ('SNOMED CT', '188675007', 'Malignant lymphoma - small cleaved cell (disorder)', '0'),"
SNOMED CT,188676008,Malignant lymphoma - mixed small and large cell,0,"    ('SNOMED CT', '188676008', 'Malignant lymphoma - mixed small and large cell', '0'),"
SNOMED CT,188679001,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),0,"    ('SNOMED CT', '188679001', 'Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse)', '0'),"
SNOMED CT,188691005,Malignant immunoproliferative small intestinal disease,0,"    ('SNOMED CT', '188691005', 'Malignant immunoproliferative small intestinal disease', '0'),"
SNOMED CT,188718006,Extramedullary plasmacytoma (clinical),0,"    ('SNOMED CT', '188718006', 'Extramedullary plasmacytoma (clinical)', '0'),"
SNOMED CT,188725004,Lymphatic leukaemia,0,"    ('SNOMED CT', '188725004', 'Lymphatic leukaemia', '0'),"
SNOMED CT,188726003,Subacute lymphoid leukemia,0,"    ('SNOMED CT', '188726003', 'Subacute lymphoid leukemia', '0'),"
SNOMED CT,188728002,Aleukemic lymphoid leukemia (disorder),0,"    ('SNOMED CT', '188728002', 'Aleukemic lymphoid leukemia (disorder)', '0'),"
SNOMED CT,188729005,Adult T-cell leukaemia,0,"    ('SNOMED CT', '188729005', 'Adult T-cell leukaemia', '0'),"
SNOMED CT,188732008,Myeloid leukemia,0,"    ('SNOMED CT', '188732008', 'Myeloid leukemia', '0'),"
SNOMED CT,188733003,Chronic eosinophilic leukaemia,0,"    ('SNOMED CT', '188733003', 'Chronic eosinophilic leukaemia', '0'),"
SNOMED CT,188734009,Chronic neutrophilic leukemia,0,"    ('SNOMED CT', '188734009', 'Chronic neutrophilic leukemia', '0'),"
SNOMED CT,188736006,Subacute myeloid leukaemia,0,"    ('SNOMED CT', '188736006', 'Subacute myeloid leukaemia', '0'),"
SNOMED CT,188737002,Chloroma,0,"    ('SNOMED CT', '188737002', 'Chloroma', '0'),"
SNOMED CT,188738007,Granulocytic sarcoma,0,"    ('SNOMED CT', '188738007', 'Granulocytic sarcoma', '0'),"
SNOMED CT,188741003,Aleukemic myeloid leukemia (disorder),0,"    ('SNOMED CT', '188741003', 'Aleukemic myeloid leukemia (disorder)', '0'),"
SNOMED CT,188744006,Histiocytic leukemia,0,"    ('SNOMED CT', '188744006', 'Histiocytic leukemia', '0'),"
SNOMED CT,188745007,Chronic monocytic leukemia,0,"    ('SNOMED CT', '188745007', 'Chronic monocytic leukemia', '0'),"
SNOMED CT,188746008,Subacute monocytic leukaemia,0,"    ('SNOMED CT', '188746008', 'Subacute monocytic leukaemia', '0'),"
SNOMED CT,188754005,Thrombocytic leukemia,0,"    ('SNOMED CT', '188754005', 'Thrombocytic leukemia', '0'),"
SNOMED CT,188768003,Myelomonocytic leukaemia,0,"    ('SNOMED CT', '188768003', 'Myelomonocytic leukaemia', '0'),"
SNOMED CT,188770007,Subacute myelomonocytic leukaemia,0,"    ('SNOMED CT', '188770007', 'Subacute myelomonocytic leukaemia', '0'),"
SNOMED CT,189509003,"Refractory anemia without sideroblasts, so stated (disorder)",0,"    ('SNOMED CT', '189509003', 'Refractory anemia without sideroblasts, so stated (disorder)', '0'),"
SNOMED CT,190030009,Compound leukemias (disorder),0,"    ('SNOMED CT', '190030009', 'Compound leukemias (disorder)', '0'),"
SNOMED CT,190818004,Waldenstrom's macroglobulinemia (disorder),0,"    ('SNOMED CT', '190818004', 'Waldenstrom's macroglobulinemia (disorder)', '0'),"
SNOMED CT,190955000,Histiocytosis X syndrome (disorder),0,"    ('SNOMED CT', '190955000', 'Histiocytosis X syndrome (disorder)', '0'),"
SNOMED CT,230156002,Malignant meningitis (disorder),0,"    ('SNOMED CT', '230156002', 'Malignant meningitis (disorder)', '0'),"
SNOMED CT,230257000,Paraneoplastic motor neurone disease,0,"    ('SNOMED CT', '230257000', 'Paraneoplastic motor neurone disease', '0'),"
SNOMED CT,230586003,Neuropathy due to multiple myeloma,0,"    ('SNOMED CT', '230586003', 'Neuropathy due to multiple myeloma', '0'),"
SNOMED CT,230685009,Myasthenia gravis associated with thymoma (disorder),0,"    ('SNOMED CT', '230685009', 'Myasthenia gravis associated with thymoma (disorder)', '0'),"
SNOMED CT,231829006,Malignant neoplasm of eyelid (disorder),0,"    ('SNOMED CT', '231829006', 'Malignant neoplasm of eyelid (disorder)', '0'),"
SNOMED CT,231831002,Squamous cell carcinoma of eyelid (disorder),0,"    ('SNOMED CT', '231831002', 'Squamous cell carcinoma of eyelid (disorder)', '0'),"
SNOMED CT,231833004,Sebaceous adenocarcinoma of eyelid (disorder),0,"    ('SNOMED CT', '231833004', 'Sebaceous adenocarcinoma of eyelid (disorder)', '0'),"
SNOMED CT,231834005,Malignant melanoma of eyelid,0,"    ('SNOMED CT', '231834005', 'Malignant melanoma of eyelid', '0'),"
SNOMED CT,231835006,Kaposi's sarcoma of eyelid (disorder),0,"    ('SNOMED CT', '231835006', 'Kaposi's sarcoma of eyelid (disorder)', '0'),"
SNOMED CT,232075002,Lymphoma of retina (disorder),0,"    ('SNOMED CT', '232075002', 'Lymphoma of retina (disorder)', '0'),"
SNOMED CT,233940007,Pulmonary tumor embolism (disorder),0,"    ('SNOMED CT', '233940007', 'Pulmonary tumor embolism (disorder)', '0'),"
SNOMED CT,235966007,Cystadenocarcinoma of pancreas (disorder),0,"    ('SNOMED CT', '235966007', 'Cystadenocarcinoma of pancreas (disorder)', '0'),"
SNOMED CT,236005001,Malignant ascites,0,"    ('SNOMED CT', '236005001', 'Malignant ascites', '0'),"
SNOMED CT,236513009,Lymphoma of kidney (disorder),0,"    ('SNOMED CT', '236513009', 'Lymphoma of kidney (disorder)', '0'),"
SNOMED CT,237252008,Placental site trophoblastic tumor (disorder),0,"    ('SNOMED CT', '237252008', 'Placental site trophoblastic tumor (disorder)', '0'),"
SNOMED CT,237833006,Carcinoid crisis (disorder),0,"    ('SNOMED CT', '237833006', 'Carcinoid crisis (disorder)', '0'),"
SNOMED CT,239297008,Lymphomatoid granulomatosis of the lung (disorder),0,"    ('SNOMED CT', '239297008', 'Lymphomatoid granulomatosis of the lung (disorder)', '0'),"
SNOMED CT,239898008,Polymyositis with malignant disease,0,"    ('SNOMED CT', '239898008', 'Polymyositis with malignant disease', '0'),"
SNOMED CT,239901009,Dermatopolymyositis in neoplastic disease,0,"    ('SNOMED CT', '239901009', 'Dermatopolymyositis in neoplastic disease', '0'),"
SNOMED CT,240531002,African Burkitt's lymphoma (disorder),0,"    ('SNOMED CT', '240531002', 'African Burkitt's lymphoma (disorder)', '0'),"
SNOMED CT,240794006,Splenic schistosomal giant cell lymphoma (disorder),0,"    ('SNOMED CT', '240794006', 'Splenic schistosomal giant cell lymphoma (disorder)', '0'),"
SNOMED CT,253000007,Neuroendocrine carcinoma (disorder),0,"    ('SNOMED CT', '253000007', 'Neuroendocrine carcinoma (disorder)', '0'),"
SNOMED CT,253001006,Merkel cell carcinoma (disorder),0,"    ('SNOMED CT', '253001006', 'Merkel cell carcinoma (disorder)', '0'),"
SNOMED CT,253003009,Carcinoid bronchial adenoma (disorder),0,"    ('SNOMED CT', '253003009', 'Carcinoid bronchial adenoma (disorder)', '0'),"
SNOMED CT,253006001,Somatostatinoma (disorder),0,"    ('SNOMED CT', '253006001', 'Somatostatinoma (disorder)', '0'),"
SNOMED CT,253017000,Klatskin's tumor (disorder),0,"    ('SNOMED CT', '253017000', 'Klatskin's tumor (disorder)', '0'),"
SNOMED CT,253018005,Fibrolamellar hepatocellular carcinoma (disorder),0,"    ('SNOMED CT', '253018005', 'Fibrolamellar hepatocellular carcinoma (disorder)', '0'),"
SNOMED CT,253042009,Myxoid dermatofibrosarcoma protuberans (disorder),0,"    ('SNOMED CT', '253042009', 'Myxoid dermatofibrosarcoma protuberans (disorder)', '0'),"
SNOMED CT,253096008,Peripheral neuroectodermal tumor (disorder),0,"    ('SNOMED CT', '253096008', 'Peripheral neuroectodermal tumor (disorder)', '0'),"
SNOMED CT,254389005,Carcinoma of vermilion border of upper lip (disorder),0,"    ('SNOMED CT', '254389005', 'Carcinoma of vermilion border of upper lip (disorder)', '0'),"
SNOMED CT,254412006,Malignant tumor of tip of tongue (disorder),0,"    ('SNOMED CT', '254412006', 'Malignant tumor of tip of tongue (disorder)', '0'),"
SNOMED CT,254423005,Carcinoma of lingual tonsil (disorder),0,"    ('SNOMED CT', '254423005', 'Carcinoma of lingual tonsil (disorder)', '0'),"
SNOMED CT,254424004,Carcinoma of upper gum (disorder),0,"    ('SNOMED CT', '254424004', 'Carcinoma of upper gum (disorder)', '0'),"
SNOMED CT,254425003,Carcinoma of lower gum (disorder),0,"    ('SNOMED CT', '254425003', 'Carcinoma of lower gum (disorder)', '0'),"
SNOMED CT,254427006,Carcinoma of anterior part of floor of mouth (disorder),0,"    ('SNOMED CT', '254427006', 'Carcinoma of anterior part of floor of mouth (disorder)', '0'),"
SNOMED CT,254431000,Carcinoma of lateral part of floor of mouth (disorder),0,"    ('SNOMED CT', '254431000', 'Carcinoma of lateral part of floor of mouth (disorder)', '0'),"
SNOMED CT,254434008,Carcinoma of hard palate (disorder),0,"    ('SNOMED CT', '254434008', 'Carcinoma of hard palate (disorder)', '0'),"
SNOMED CT,254435009,Carcinoma of soft palate (disorder),0,"    ('SNOMED CT', '254435009', 'Carcinoma of soft palate (disorder)', '0'),"
SNOMED CT,254436005,Carcinoma of uvula (disorder),0,"    ('SNOMED CT', '254436005', 'Carcinoma of uvula (disorder)', '0'),"
SNOMED CT,254437001,Squamous cell carcinoma of buccal mucosa (disorder),0,"    ('SNOMED CT', '254437001', 'Squamous cell carcinoma of buccal mucosa (disorder)', '0'),"
SNOMED CT,254441002,Carcinoma of upper buccal sulcus (disorder),0,"    ('SNOMED CT', '254441002', 'Carcinoma of upper buccal sulcus (disorder)', '0'),"
SNOMED CT,254445006,Carcinoma of lower buccal sulcus (disorder),0,"    ('SNOMED CT', '254445006', 'Carcinoma of lower buccal sulcus (disorder)', '0'),"
SNOMED CT,254454009,Carcinoma of lower labial sulcus (disorder),0,"    ('SNOMED CT', '254454009', 'Carcinoma of lower labial sulcus (disorder)', '0'),"
SNOMED CT,254457002,Carcinoma of retromolar area (disorder),0,"    ('SNOMED CT', '254457002', 'Carcinoma of retromolar area (disorder)', '0'),"
SNOMED CT,254459004,Malignant tumour of anterior pillar of fauces,0,"    ('SNOMED CT', '254459004', 'Malignant tumour of anterior pillar of fauces', '0'),"
SNOMED CT,254462001,Carcinoma of parotid gland (disorder),0,"    ('SNOMED CT', '254462001', 'Carcinoma of parotid gland (disorder)', '0'),"
SNOMED CT,254465004,Carcinoma of submandibular gland (disorder),0,"    ('SNOMED CT', '254465004', 'Carcinoma of submandibular gland (disorder)', '0'),"
SNOMED CT,254466003,Carcinoma of sublingual gland (disorder),0,"    ('SNOMED CT', '254466003', 'Carcinoma of sublingual gland (disorder)', '0'),"
SNOMED CT,254474002,Malignant tumor of nasal skeleton (disorder),0,"    ('SNOMED CT', '254474002', 'Malignant tumor of nasal skeleton (disorder)', '0'),"
SNOMED CT,254478004,Malignant tumor of inferior turbinate (disorder),0,"    ('SNOMED CT', '254478004', 'Malignant tumor of inferior turbinate (disorder)', '0'),"
SNOMED CT,254484001,Malignant tumor of posterior margin of nasal septum and choanae,0,"    ('SNOMED CT', '254484001', 'Malignant tumor of posterior margin of nasal septum and choanae', '0'),"
SNOMED CT,254503007,Malignant tumor of inferior surface of soft palate (disorder),0,"    ('SNOMED CT', '254503007', 'Malignant tumor of inferior surface of soft palate (disorder)', '0'),"
SNOMED CT,254509006,Malignant tumor of anterior commissure (disorder),0,"    ('SNOMED CT', '254509006', 'Malignant tumor of anterior commissure (disorder)', '0'),"
SNOMED CT,254517003,Malignant tumor of suprahyoid epiglottis (disorder),0,"    ('SNOMED CT', '254517003', 'Malignant tumor of suprahyoid epiglottis (disorder)', '0'),"
SNOMED CT,254520006,Malignant tumor of infrahyoid epiglottis (disorder),0,"    ('SNOMED CT', '254520006', 'Malignant tumor of infrahyoid epiglottis (disorder)', '0'),"
SNOMED CT,254526000,Malignant tumor of laryngeal ventricle (disorder),0,"    ('SNOMED CT', '254526000', 'Malignant tumor of laryngeal ventricle (disorder)', '0'),"
SNOMED CT,254530002,Malignant tumor of parapharyngeal space (disorder),0,"    ('SNOMED CT', '254530002', 'Malignant tumor of parapharyngeal space (disorder)', '0'),"
SNOMED CT,254535007,Carcinoma of cervical part of esophagus (disorder),0,"    ('SNOMED CT', '254535007', 'Carcinoma of cervical part of esophagus (disorder)', '0'),"
SNOMED CT,254539001,Carcinoma of thoracic part of esophagus (disorder),0,"    ('SNOMED CT', '254539001', 'Carcinoma of thoracic part of esophagus (disorder)', '0'),"
SNOMED CT,254543002,Carcinoma of abdominal part of esophagus (disorder),0,"    ('SNOMED CT', '254543002', 'Carcinoma of abdominal part of esophagus (disorder)', '0'),"
SNOMED CT,254547001,Carcinoma of upper third of esophagus (disorder),0,"    ('SNOMED CT', '254547001', 'Carcinoma of upper third of esophagus (disorder)', '0'),"
SNOMED CT,254549003,Carcinoma of middle third of esophagus (disorder),0,"    ('SNOMED CT', '254549003', 'Carcinoma of middle third of esophagus (disorder)', '0'),"
SNOMED CT,254551004,Carcinoma of lower third of esophagus (disorder),0,"    ('SNOMED CT', '254551004', 'Carcinoma of lower third of esophagus (disorder)', '0'),"
SNOMED CT,254553001,Carcinoma of cardia (disorder),0,"    ('SNOMED CT', '254553001', 'Carcinoma of cardia (disorder)', '0'),"
SNOMED CT,254555008,Carcinoma of fundus of stomach (disorder),0,"    ('SNOMED CT', '254555008', 'Carcinoma of fundus of stomach (disorder)', '0'),"
SNOMED CT,254557000,Carcinoma of body of stomach (disorder),0,"    ('SNOMED CT', '254557000', 'Carcinoma of body of stomach (disorder)', '0'),"
SNOMED CT,254559002,Carcinoma of pyloric antrum (disorder),0,"    ('SNOMED CT', '254559002', 'Carcinoma of pyloric antrum (disorder)', '0'),"
SNOMED CT,254561006,Carcinoma of pylorus (disorder),0,"    ('SNOMED CT', '254561006', 'Carcinoma of pylorus (disorder)', '0'),"
SNOMED CT,254563009,Carcinoma of lesser curve of stomach (disorder),0,"    ('SNOMED CT', '254563009', 'Carcinoma of lesser curve of stomach (disorder)', '0'),"
SNOMED CT,254567005,Carcinoma of greater curve of stomach (disorder),0,"    ('SNOMED CT', '254567005', 'Carcinoma of greater curve of stomach (disorder)', '0'),"
SNOMED CT,254570009,Carcinoma of duodenum (disorder),0,"    ('SNOMED CT', '254570009', 'Carcinoma of duodenum (disorder)', '0'),"
SNOMED CT,254582000,Carcinoma of rectum,0,"    ('SNOMED CT', '254582000', 'Carcinoma of rectum', '0'),"
SNOMED CT,254586002,Malignant tumor of anorectal junction (disorder),0,"    ('SNOMED CT', '254586002', 'Malignant tumor of anorectal junction (disorder)', '0'),"
SNOMED CT,254601002,Sarcoma of liver (disorder),0,"    ('SNOMED CT', '254601002', 'Sarcoma of liver (disorder)', '0'),"
SNOMED CT,254609000,Carcinoma of ampulla of Vater (disorder),0,"    ('SNOMED CT', '254609000', 'Carcinoma of ampulla of Vater (disorder)', '0'),"
SNOMED CT,254611009,Malignant tumor of endocrine pancreas (disorder),0,"    ('SNOMED CT', '254611009', 'Malignant tumor of endocrine pancreas (disorder)', '0'),"
SNOMED CT,254612002,Carcinoma of endocrine pancreas (disorder),0,"    ('SNOMED CT', '254612002', 'Carcinoma of endocrine pancreas (disorder)', '0'),"
SNOMED CT,254619006,Adenoid cystic carcinoma of trachea (disorder),0,"    ('SNOMED CT', '254619006', 'Adenoid cystic carcinoma of trachea (disorder)', '0'),"
SNOMED CT,254620000,Squamous cell carcinoma of trachea (disorder),0,"    ('SNOMED CT', '254620000', 'Squamous cell carcinoma of trachea (disorder)', '0'),"
SNOMED CT,254622008,Squamous cell carcinoma of bronchus (disorder),0,"    ('SNOMED CT', '254622008', 'Squamous cell carcinoma of bronchus (disorder)', '0'),"
SNOMED CT,254625005,Malignant tumor of lung parenchyma (disorder),0,"    ('SNOMED CT', '254625005', 'Malignant tumor of lung parenchyma (disorder)', '0'),"
SNOMED CT,254626006,Adenocarcinoma of lung (disorder),0,"    ('SNOMED CT', '254626006', 'Adenocarcinoma of lung (disorder)', '0'),"
SNOMED CT,254627002,Carcinoid tumor of lung (disorder),0,"    ('SNOMED CT', '254627002', 'Carcinoid tumor of lung (disorder)', '0'),"
SNOMED CT,254628007,Carcinoma of lung parenchyma (disorder),0,"    ('SNOMED CT', '254628007', 'Carcinoma of lung parenchyma (disorder)', '0'),"
SNOMED CT,254629004,Large cell carcinoma of lung (disorder),0,"    ('SNOMED CT', '254629004', 'Large cell carcinoma of lung (disorder)', '0'),"
SNOMED CT,254631008,Giant cell carcinoma of lung (disorder),0,"    ('SNOMED CT', '254631008', 'Giant cell carcinoma of lung (disorder)', '0'),"
SNOMED CT,254632001,Small cell carcinoma of lung (disorder),0,"    ('SNOMED CT', '254632001', 'Small cell carcinoma of lung (disorder)', '0'),"
SNOMED CT,254633006,Oat cell carcinoma of lung (disorder),0,"    ('SNOMED CT', '254633006', 'Oat cell carcinoma of lung (disorder)', '0'),"
SNOMED CT,254634000,Squamous cell carcinoma of lung (disorder),0,"    ('SNOMED CT', '254634000', 'Squamous cell carcinoma of lung (disorder)', '0'),"
SNOMED CT,254635004,Epithelioid hemangioendothelioma of lung (disorder),0,"    ('SNOMED CT', '254635004', 'Epithelioid hemangioendothelioma of lung (disorder)', '0'),"
SNOMED CT,254637007,Non-small cell lung cancer (disorder),0,"    ('SNOMED CT', '254637007', 'Non-small cell lung cancer (disorder)', '0'),"
SNOMED CT,254638002,Pancoast tumor (disorder),0,"    ('SNOMED CT', '254638002', 'Pancoast tumor (disorder)', '0'),"
SNOMED CT,254645002,Malignant mesothelioma of pleura,0,"    ('SNOMED CT', '254645002', 'Malignant mesothelioma of pleura', '0'),"
SNOMED CT,254653005,Spindle cell squamous carcinoma of skin (disorder),0,"    ('SNOMED CT', '254653005', 'Spindle cell squamous carcinoma of skin (disorder)', '0'),"
SNOMED CT,254707006,Malignant skin tumor with eccrine differentiation (disorder),0,"    ('SNOMED CT', '254707006', 'Malignant skin tumor with eccrine differentiation (disorder)', '0'),"
SNOMED CT,254708001,Eccrine porocarcinoma of skin (disorder),0,"    ('SNOMED CT', '254708001', 'Eccrine porocarcinoma of skin (disorder)', '0'),"
SNOMED CT,254709009,Digital papillary eccrine carcinoma of skin (disorder),0,"    ('SNOMED CT', '254709009', 'Digital papillary eccrine carcinoma of skin (disorder)', '0'),"
SNOMED CT,254711000,Adenoid cystic eccrine carcinoma of skin (disorder),0,"    ('SNOMED CT', '254711000', 'Adenoid cystic eccrine carcinoma of skin (disorder)', '0'),"
SNOMED CT,254712007,Microcystic adnexal carcinoma of skin (disorder),0,"    ('SNOMED CT', '254712007', 'Microcystic adnexal carcinoma of skin (disorder)', '0'),"
SNOMED CT,254713002,Mucoepidermoid carcinoma of skin (disorder),0,"    ('SNOMED CT', '254713002', 'Mucoepidermoid carcinoma of skin (disorder)', '0'),"
SNOMED CT,254714008,Mucinous eccrine carcinoma of skin (disorder),0,"    ('SNOMED CT', '254714008', 'Mucinous eccrine carcinoma of skin (disorder)', '0'),"
SNOMED CT,254726003,Malignant skin tumor with apocrine differentiation (disorder),0,"    ('SNOMED CT', '254726003', 'Malignant skin tumor with apocrine differentiation (disorder)', '0'),"
SNOMED CT,254730000,Superficial spreading malignant melanoma of skin (disorder),0,"    ('SNOMED CT', '254730000', 'Superficial spreading malignant melanoma of skin (disorder)', '0'),"
SNOMED CT,254731001,Nodular malignant melanoma of skin (disorder),0,"    ('SNOMED CT', '254731001', 'Nodular malignant melanoma of skin (disorder)', '0'),"
SNOMED CT,254732008,Acral lentiginous malignant melanoma of skin (disorder),0,"    ('SNOMED CT', '254732008', 'Acral lentiginous malignant melanoma of skin (disorder)', '0'),"
SNOMED CT,254733003,Malignant melanoma arising in intradermal nevus (disorder),0,"    ('SNOMED CT', '254733003', 'Malignant melanoma arising in intradermal nevus (disorder)', '0'),"
SNOMED CT,254734009,Malignant melanoma arising in congenital nevus (disorder),0,"    ('SNOMED CT', '254734009', 'Malignant melanoma arising in congenital nevus (disorder)', '0'),"
SNOMED CT,254748009,Cutaneous fibrosarcoma (disorder),0,"    ('SNOMED CT', '254748009', 'Cutaneous fibrosarcoma (disorder)', '0'),"
